count_floors_pre_eq,age,area_percentage,height_percentage,has_superstructure_adobe_mud,has_superstructure_mud_mortar_stone,has_superstructure_stone_flag,has_superstructure_cement_mortar_stone,has_superstructure_mud_mortar_brick,has_superstructure_cement_mortar_brick,has_superstructure_timber,has_superstructure_bamboo,has_superstructure_rc_non_engineered,has_superstructure_rc_engineered,has_superstructure_other,count_families,damage_grade
2,5,5,5,0,0,0,0,0,0,1,0,0,0,0,1,2
3,5,6,5,0,1,0,0,0,0,0,0,0,0,0,1,3
2,35,13,5,0,1,0,0,0,0,0,0,0,0,0,1,1
1,10,3,3,0,1,0,0,0,0,0,0,0,0,0,1,2
2,0,6,5,0,1,0,0,0,0,0,0,0,0,0,1,2
3,30,14,9,0,1,0,0,0,0,1,0,0,0,0,1,2
2,15,9,6,0,1,0,0,0,0,0,0,0,0,0,1,3
3,15,14,10,1,0,0,0,1,0,0,0,0,0,0,3,2
2,40,13,5,1,0,0,0,0,0,0,0,0,0,0,1,3
2,0,12,6,0,0,0,0,0,0,0,0,0,1,0,0,1
1,10,6,4,0,1,0,0,0,0,1,0,0,0,0,1,1
2,15,8,8,0,1,0,0,0,0,1,1,0,0,0,1,2
3,25,8,6,0,1,0,0,0,0,0,0,0,0,0,1,2
2,5,5,6,0,0,0,0,0,0,1,0,0,0,0,2,1
3,15,15,7,0,1,0,0,0,0,0,0,0,0,0,1,2
2,0,7,4,0,0,0,0,0,1,1,0,0,0,0,1,2
3,5,8,5,0,1,0,0,0,0,1,0,0,0,0,1,3
3,20,8,8,0,1,0,0,0,0,0,0,0,0,0,1,2
2,30,8,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,35,4,4,0,1,0,0,0,0,0,0,0,0,0,1,3
2,5,5,4,0,1,0,0,0,0,0,0,0,0,0,1,3
1,15,6,3,0,0,0,0,1,0,0,0,0,0,0,1,3
1,5,7,4,0,1,0,0,0,0,0,0,0,0,0,1,3
2,10,8,4,0,1,0,0,0,0,0,0,0,0,0,1,3
2,10,8,5,0,1,0,0,0,0,0,0,0,0,0,1,3
2,0,7,4,0,0,0,0,0,0,1,0,0,0,0,1,3
2,70,9,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,20,5,5,0,1,0,0,0,0,0,0,0,0,0,1,3
2,10,9,5,0,0,0,0,0,0,1,0,0,0,0,1,2
3,50,6,8,0,1,0,0,0,0,0,0,0,0,0,1,2
3,0,9,7,0,1,0,0,0,0,0,0,0,0,0,1,3
2,0,11,6,0,1,0,0,0,0,0,0,0,0,0,1,2
3,35,12,6,0,1,0,0,0,0,0,0,0,0,0,1,2
2,0,6,5,0,0,0,0,0,0,1,1,0,0,0,1,1
1,5,2,2,0,0,0,0,0,0,0,1,0,0,0,1,1
3,15,5,7,0,1,0,0,0,0,0,0,0,0,0,0,3
1,20,10,3,0,1,0,0,0,0,0,1,0,0,0,1,2
1,0,3,2,0,0,0,0,0,0,0,1,0,0,0,1,1
1,5,10,3,0,0,0,0,0,0,0,0,0,1,0,1,1
2,5,8,5,0,0,0,0,1,0,0,0,0,0,0,1,1
2,15,4,5,0,1,0,0,0,0,0,0,0,0,0,0,2
1,10,5,2,0,1,0,0,0,0,0,0,0,0,0,1,2
1,0,6,3,0,0,0,1,0,0,0,0,1,0,0,0,1
2,20,8,5,1,0,0,0,0,0,0,0,0,0,0,1,3
2,10,7,4,0,1,0,1,0,0,0,0,0,0,0,1,2
2,100,4,4,0,1,0,0,0,0,0,0,0,0,0,1,2
1,25,6,2,1,1,0,0,0,0,1,1,0,0,0,1,2
2,0,3,4,0,1,0,0,0,0,1,1,0,0,0,1,2
6,80,7,12,1,0,0,0,1,0,0,0,0,0,0,1,2
2,25,6,5,0,1,0,0,0,0,1,0,0,0,0,2,3
2,20,6,5,1,1,1,0,0,0,0,0,0,0,0,1,2
4,0,10,10,0,0,0,0,0,1,0,0,1,0,0,1,1
1,10,25,3,0,0,0,0,0,1,0,0,0,0,0,1,1
2,10,7,4,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,15,3,0,0,0,0,0,1,0,0,0,0,0,2,1
1,20,8,2,0,0,1,0,0,0,0,0,0,0,0,0,3
2,5,9,4,0,0,0,0,0,0,1,0,0,0,0,1,2
2,0,8,6,0,0,0,0,0,0,1,0,0,0,0,1,1
3,35,11,8,0,1,0,0,0,0,0,0,1,0,0,1,2
3,20,8,7,0,1,0,0,0,0,0,0,0,0,0,1,2
2,30,9,7,0,1,0,0,0,0,0,0,0,0,0,1,2
2,25,7,5,0,1,0,0,0,0,1,0,0,0,0,0,3
2,20,25,5,0,1,0,0,0,0,0,0,0,0,0,1,3
3,55,7,6,0,1,0,0,0,0,0,0,0,0,0,1,3
2,20,5,4,0,1,0,0,0,0,0,0,0,0,0,1,2
2,35,14,4,0,1,0,0,0,0,0,0,0,0,0,1,3
2,45,11,7,1,0,0,0,1,0,0,0,0,0,0,1,3
3,5,9,6,0,1,0,0,0,0,0,0,0,0,0,1,3
4,70,7,8,0,0,0,0,1,0,0,0,0,0,0,1,2
3,5,8,8,0,1,0,0,0,0,0,0,0,0,0,1,2
2,0,9,5,0,1,0,0,0,0,0,0,0,0,0,1,3
2,20,5,5,0,0,0,0,0,1,0,0,0,0,0,2,2
1,15,5,3,0,1,0,0,0,0,0,0,0,0,0,1,2
2,30,8,6,0,1,0,0,0,0,0,0,0,0,0,1,2
2,20,11,6,0,1,0,0,0,0,0,0,0,0,0,2,2
2,20,4,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,25,11,5,1,0,0,0,0,0,0,0,0,0,0,1,3
1,10,5,6,0,0,0,0,0,1,0,0,0,0,0,1,2
2,0,10,4,0,1,0,0,0,0,0,0,0,0,0,1,3
1,5,9,3,0,0,0,0,0,0,1,0,0,0,0,1,2
5,90,9,16,1,0,0,0,1,0,0,0,0,0,0,1,2
2,15,5,5,0,1,0,0,0,0,0,0,0,0,0,1,1
2,15,4,5,0,1,0,0,0,0,1,1,0,0,0,2,3
3,30,5,6,0,1,0,0,0,0,0,0,0,0,0,1,3
1,35,4,3,0,1,0,0,0,0,0,0,0,0,0,0,3
2,25,11,7,0,1,0,0,0,0,1,0,0,0,0,0,2
2,20,8,5,1,1,0,0,0,0,0,0,0,0,0,1,3
2,20,1,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,0,10,4,0,0,0,0,1,0,0,0,0,0,0,0,3
1,50,7,2,0,1,0,0,0,0,0,0,0,0,0,1,2
3,30,10,6,0,1,0,0,0,0,0,0,0,0,0,1,3
2,25,7,6,0,1,0,0,0,0,0,0,0,0,0,1,2
1,15,5,2,0,1,0,0,0,0,1,0,0,0,0,1,2
2,25,6,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,15,3,6,0,1,0,0,0,0,0,0,0,0,0,0,3
2,50,4,7,0,1,0,0,0,0,0,0,0,0,0,1,3
2,0,5,6,0,1,0,0,0,0,0,0,0,0,0,0,1
1,5,3,3,0,0,0,0,0,0,1,1,0,0,0,1,2
2,5,16,6,0,0,0,0,0,0,0,0,1,0,0,0,1
1,15,8,3,0,0,0,0,0,1,0,0,0,0,0,1,2
2,10,4,4,0,1,0,0,0,0,1,0,0,0,0,1,3
1,5,6,2,0,1,0,0,0,0,0,0,0,0,0,1,3
3,15,2,6,0,1,0,0,0,0,1,0,0,0,0,1,3
1,15,6,4,0,1,0,0,0,0,0,0,0,0,0,1,2
2,25,6,6,0,0,0,0,0,0,1,1,0,0,0,1,2
3,15,7,7,0,0,0,0,1,0,0,0,0,0,0,1,2
2,10,11,5,0,1,0,0,0,0,1,1,0,0,0,1,3
2,20,9,5,0,1,0,0,0,0,0,0,0,0,0,1,2
3,5,6,8,1,0,0,0,0,0,0,0,0,0,0,1,3
2,40,11,5,1,1,0,0,0,0,0,0,0,0,0,1,3
2,5,13,4,0,1,0,0,0,0,1,0,0,0,0,1,2
2,5,5,5,0,1,0,0,0,0,0,0,0,0,0,1,3
1,0,8,5,0,0,0,1,0,0,0,0,0,0,0,1,2
2,20,3,5,0,0,0,0,0,0,1,1,0,0,0,1,2
2,0,5,4,0,1,0,0,0,0,0,0,0,0,0,1,3
1,20,4,5,0,1,0,0,0,0,0,0,0,0,0,1,3
2,15,5,4,0,1,0,0,0,0,0,0,0,0,0,1,2
2,25,6,6,0,1,0,0,0,0,1,0,0,0,0,1,3
3,35,14,9,0,0,0,0,1,0,0,0,0,0,0,1,3
2,45,9,5,1,0,0,0,0,0,0,0,0,0,0,1,2
1,0,6,4,0,0,0,0,0,1,0,0,0,0,0,1,2
2,70,5,7,0,1,0,0,0,0,1,0,0,0,0,1,2
2,25,6,5,0,1,0,0,0,0,1,1,0,0,0,2,2
2,20,7,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,50,8,4,0,1,0,0,0,0,0,0,0,0,0,1,3
2,0,6,5,0,0,0,0,0,0,1,1,0,0,0,1,2
1,60,7,3,0,1,0,0,0,0,0,0,0,0,0,1,3
2,20,11,4,0,1,0,0,0,0,0,0,0,0,0,1,3
2,0,10,6,0,1,0,0,0,0,0,0,0,0,0,1,3
2,35,6,4,0,1,0,0,0,0,0,0,0,0,0,1,2
2,15,12,5,0,1,0,0,0,0,1,0,1,0,0,1,2
2,20,6,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,5,7,6,0,1,0,0,0,0,0,0,0,0,0,1,2
3,10,6,6,0,1,0,0,0,0,0,0,0,0,0,1,2
2,45,10,6,0,1,0,0,0,0,0,0,1,0,0,1,2
2,10,10,6,0,0,0,0,0,1,0,0,0,0,0,1,1
2,70,10,5,0,1,0,0,0,0,0,0,0,0,0,1,2
3,25,10,8,0,1,0,0,0,0,0,0,0,0,0,1,2
3,45,12,8,0,1,0,0,0,0,0,0,0,0,0,1,3
2,30,5,5,0,1,0,0,0,0,0,0,0,0,0,1,3
2,0,8,4,0,1,0,0,0,0,0,0,0,0,0,1,2
2,15,2,3,0,1,0,0,0,0,0,0,0,0,0,1,2
1,0,6,2,0,0,0,0,0,1,0,0,0,0,0,1,1
3,35,7,7,0,1,0,0,0,0,0,0,0,0,0,2,2
2,10,8,5,0,1,0,0,0,0,1,1,0,0,0,1,1
2,20,10,5,0,1,0,0,0,0,0,0,0,0,0,1,3
2,0,7,5,0,0,1,0,0,0,0,0,0,0,0,1,3
2,10,10,6,0,1,0,0,0,0,0,0,0,0,0,1,3
2,20,8,8,0,1,0,0,0,0,1,0,0,0,0,1,2
3,60,13,8,0,1,0,0,0,0,0,0,0,0,0,2,2
1,0,4,4,0,0,0,0,0,0,1,1,0,0,0,1,2
2,10,7,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,5,7,5,0,1,0,0,0,0,1,0,0,0,0,1,1
2,15,5,5,0,1,0,0,0,0,0,0,0,0,0,1,3
2,5,8,4,0,1,0,0,0,0,0,0,0,0,0,1,3
2,30,6,4,0,1,0,0,0,0,0,0,0,0,0,1,2
3,0,6,8,0,1,0,0,0,0,1,0,0,0,0,1,3
3,5,6,7,1,0,0,0,1,0,0,0,0,0,0,1,2
2,80,12,7,1,0,0,0,0,0,1,0,0,0,0,0,2
2,5,7,5,0,1,0,0,0,0,1,1,0,0,0,1,2
2,40,10,5,0,1,0,0,0,0,0,0,0,0,0,1,3
3,35,8,7,0,1,0,0,0,0,0,0,0,0,0,1,3
3,30,20,6,0,1,0,0,0,0,1,1,0,0,1,1,1
1,0,16,6,0,0,0,0,0,1,0,0,0,0,0,1,2
2,20,6,7,0,1,0,0,0,0,0,0,0,0,0,1,3
2,25,6,5,0,1,0,0,0,0,1,0,0,0,0,1,2
2,30,7,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,35,7,6,0,1,0,0,0,0,0,0,0,0,0,1,3
2,20,12,5,0,1,0,0,0,0,0,0,0,0,1,1,2
3,50,18,8,1,1,0,0,1,0,1,1,0,0,0,1,2
1,15,3,4,0,1,0,0,0,0,1,0,0,0,0,1,2
2,0,7,4,0,1,0,1,0,0,0,0,0,0,0,1,2
2,40,8,5,1,1,0,0,0,0,0,0,0,0,0,1,2
3,20,6,6,0,1,0,0,0,0,0,0,0,0,0,1,2
2,15,11,5,0,0,0,0,1,0,0,0,0,0,0,1,2
2,5,9,7,0,1,0,0,0,0,1,0,0,0,0,1,2
3,15,8,7,0,1,0,0,0,0,0,0,0,0,0,1,3
2,50,11,7,0,0,0,0,0,0,0,0,1,0,0,1,2
2,15,8,6,1,1,1,0,0,0,0,0,0,0,0,1,3
1,5,3,3,0,1,0,0,0,0,0,0,0,0,0,1,2
2,20,13,6,0,0,0,0,0,1,0,0,1,0,0,1,2
2,25,5,5,1,0,0,0,1,0,0,0,0,0,0,2,2
2,25,8,6,0,0,0,0,1,0,1,0,0,0,0,1,2
3,0,6,7,0,1,0,0,0,0,1,0,0,0,0,1,2
2,25,5,5,0,1,0,0,0,0,0,0,0,0,0,1,3
4,90,6,10,1,0,0,0,1,0,0,0,0,0,0,1,3
3,20,8,9,0,1,0,0,0,0,0,0,0,0,0,2,2
3,0,9,10,0,0,0,0,0,1,0,0,1,0,0,2,2
1,45,3,2,0,1,0,0,0,0,0,0,0,0,0,1,2
2,25,8,4,0,1,0,0,0,0,0,0,0,0,0,0,2
2,30,7,10,0,1,0,0,0,0,0,0,0,0,0,0,1
4,100,5,8,1,0,0,0,1,0,0,0,0,0,0,1,2
1,20,8,3,1,0,0,0,0,0,0,0,0,0,0,1,1
2,20,7,5,0,1,0,0,0,0,0,0,0,0,0,0,3
1,40,1,4,0,1,0,0,0,0,0,0,0,0,0,1,2
3,15,6,7,0,0,0,0,0,0,0,0,1,0,0,0,2
2,40,9,4,0,0,0,0,0,0,1,0,0,0,0,1,1
1,45,6,5,1,1,0,0,0,0,0,0,0,0,0,1,2
3,5,11,9,0,0,0,0,0,0,0,0,0,1,0,0,2
2,15,9,5,0,1,0,0,0,0,0,0,0,0,0,1,3
2,60,8,6,0,1,0,0,0,0,0,0,0,0,0,2,2
3,10,9,6,0,1,0,0,0,0,0,0,0,0,0,1,2
2,20,10,4,0,1,0,0,0,0,0,0,0,0,0,1,2
2,30,8,4,0,1,0,0,0,0,0,0,0,0,0,1,3
3,30,8,8,0,1,0,0,0,0,0,0,0,0,0,1,3
2,15,5,7,0,1,0,0,0,0,0,0,0,0,0,1,2
2,0,7,7,0,1,0,0,0,0,0,0,0,0,0,1,3
2,35,14,6,0,1,0,0,0,0,1,0,0,0,1,1,3
2,0,7,4,1,0,0,0,0,0,1,1,0,0,0,1,1
2,10,8,5,0,1,0,0,0,0,0,0,0,0,0,0,2
2,10,6,5,0,0,0,0,0,0,1,1,0,0,0,1,2
2,15,4,5,0,1,0,0,0,0,1,0,0,0,0,1,3
2,20,9,4,0,1,0,0,0,0,0,0,0,0,0,1,2
2,20,11,6,0,1,0,0,0,0,0,0,0,0,0,1,3
3,100,10,6,1,0,0,0,1,0,0,0,0,0,0,0,2
2,0,8,5,0,1,0,0,0,0,1,0,0,0,0,1,2
2,10,8,6,0,1,0,0,0,0,0,0,0,0,0,1,2
1,35,5,3,0,1,0,0,0,0,0,0,0,0,0,1,3
2,0,10,5,0,1,0,0,0,0,0,0,0,0,0,1,3
3,20,6,6,0,1,0,0,0,0,0,0,0,0,0,2,3
2,30,7,5,0,1,0,0,0,0,1,1,1,0,0,1,2
3,20,4,6,0,1,0,0,0,0,0,0,0,0,0,1,2
3,10,5,8,0,1,0,0,0,0,0,0,0,0,0,1,3
2,10,7,5,0,1,0,0,0,0,0,0,0,0,0,1,3
2,15,8,5,0,1,0,0,0,0,0,0,0,0,0,1,3
2,40,11,7,1,1,1,0,0,0,0,0,0,0,0,1,3
2,40,5,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,0,6,5,0,1,0,0,0,1,0,0,0,0,0,1,2
2,15,9,5,0,1,0,0,1,0,0,0,0,0,0,1,2
3,35,9,7,1,0,0,0,0,0,0,0,0,0,0,1,3
2,100,7,6,0,1,0,0,0,0,0,0,0,0,0,1,3
4,45,7,10,0,0,0,1,0,1,0,0,1,0,0,1,2
2,0,5,5,0,1,0,0,0,0,0,0,0,0,0,1,3
3,55,6,5,0,1,0,0,0,0,1,1,0,0,0,1,2
2,15,5,5,0,1,0,0,0,0,1,0,0,0,0,1,3
2,15,9,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,25,12,7,1,0,0,0,0,1,0,0,0,0,0,1,2
2,50,6,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,25,20,6,0,0,0,1,0,0,0,0,0,0,0,1,2
2,35,5,6,0,1,0,0,0,0,0,0,0,0,0,1,2
2,50,15,5,0,1,0,0,0,0,0,0,0,0,0,4,2
1,0,5,3,0,1,0,0,0,0,1,0,0,0,0,1,2
2,50,8,5,0,1,0,0,0,0,0,0,0,0,0,1,3
3,30,11,7,0,1,0,0,0,0,1,1,0,0,0,0,2
1,25,6,2,0,1,0,0,0,0,0,0,0,0,0,1,1
2,5,9,5,0,1,0,0,0,0,1,1,0,0,0,1,2
2,0,13,6,0,0,0,0,0,1,0,0,0,0,0,1,1
2,35,7,5,0,1,0,0,0,0,0,0,0,0,0,1,3
2,0,11,5,0,1,0,0,0,0,0,0,0,0,0,1,2
3,45,17,10,0,0,0,1,0,0,0,0,0,0,0,1,2
3,10,7,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,25,8,5,0,1,0,0,0,0,0,0,0,0,0,1,3
2,20,5,4,0,1,0,0,0,0,0,0,0,0,0,1,3
2,10,6,5,0,1,0,0,0,0,1,1,0,0,0,0,2
3,15,19,9,0,1,0,1,0,0,1,0,0,0,0,1,2
2,40,7,4,0,1,0,0,0,0,0,0,0,0,0,1,3
2,75,3,5,0,1,0,0,0,0,0,0,0,0,0,1,2
3,15,7,6,0,1,0,0,0,0,1,1,0,0,0,2,2
1,15,5,4,0,1,0,0,0,0,0,0,0,0,0,1,2
2,5,4,5,0,1,0,0,0,0,0,0,0,0,0,0,2
2,995,27,6,0,0,0,0,0,1,0,0,0,1,0,3,1
3,20,5,8,0,1,0,0,0,0,0,0,0,0,0,1,2
2,15,19,9,0,0,0,0,0,0,0,0,1,0,0,1,1
1,5,6,2,1,1,1,0,0,0,1,0,0,0,0,1,3
3,10,7,6,0,1,0,0,0,0,0,0,0,0,0,1,3
3,80,8,7,0,1,0,0,0,0,0,0,0,0,0,1,3
2,80,6,5,0,1,0,0,0,0,0,1,0,0,0,1,3
2,10,9,4,0,1,0,0,0,0,0,0,0,0,0,1,3
3,40,6,5,1,1,0,0,0,0,0,0,0,0,0,1,2
4,80,9,8,0,0,0,0,1,1,1,0,0,0,0,1,2
2,10,11,5,0,1,1,0,0,0,0,0,0,0,0,1,1
2,30,13,6,0,1,0,0,0,0,1,0,0,0,0,1,2
2,15,5,6,0,0,0,0,0,0,1,0,0,0,0,1,3
1,10,8,4,0,0,0,0,0,0,1,0,0,0,0,1,1
2,20,9,7,0,0,0,0,0,1,1,0,0,0,0,1,2
2,60,8,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,70,9,4,0,1,0,0,0,0,0,0,0,0,0,2,3
1,15,13,3,0,0,0,0,0,1,0,0,0,0,0,0,2
1,25,6,3,0,1,0,0,0,0,0,0,0,0,0,1,2
2,45,6,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,50,9,7,0,1,0,0,0,0,1,0,0,0,0,1,2
4,85,6,8,0,0,0,0,1,0,0,0,0,0,0,1,3
2,40,4,5,0,1,0,0,0,0,1,0,0,0,0,1,2
2,10,11,5,0,1,0,0,0,0,0,0,0,0,0,1,3
2,15,8,5,0,1,0,0,0,0,1,0,0,0,0,1,2
2,85,12,4,1,0,0,0,0,0,0,0,0,0,0,1,3
2,30,8,6,1,1,0,0,0,0,0,0,0,0,0,0,2
3,15,10,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,5,10,5,0,0,0,0,0,1,0,0,0,0,0,1,1
2,15,8,8,0,1,0,0,0,0,0,0,0,0,0,1,3
1,10,6,4,0,0,0,0,0,0,1,0,0,0,0,1,1
1,0,4,3,0,0,0,0,0,1,0,0,0,0,0,1,1
1,20,7,3,0,1,0,0,0,0,1,0,0,0,0,1,2
2,0,10,8,0,1,1,0,0,0,0,0,0,0,0,1,2
2,15,8,4,0,1,0,0,0,0,0,0,0,0,0,1,2
3,40,8,6,0,1,0,0,0,0,0,0,0,0,0,1,3
2,35,5,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,5,10,5,0,1,0,0,0,0,1,0,0,0,0,1,3
1,15,5,3,0,1,0,0,0,0,1,0,0,0,0,1,3
4,90,11,8,0,0,0,0,1,0,0,0,0,0,0,1,2
2,10,16,6,0,0,0,0,0,0,1,0,0,0,0,0,2
1,0,8,3,0,0,0,0,0,1,0,0,0,0,0,1,2
2,10,14,4,0,0,0,0,0,0,1,1,0,0,0,1,2
2,10,1,5,0,1,0,0,0,0,0,0,0,0,0,1,3
1,0,5,3,0,0,0,0,0,1,0,0,0,0,0,1,2
2,25,5,6,0,1,0,0,0,0,0,0,0,0,0,1,3
2,30,5,7,0,1,0,0,0,0,0,0,0,0,0,1,2
1,0,7,3,0,1,0,0,0,0,0,0,0,0,0,1,2
2,25,9,5,0,1,0,0,0,0,0,0,0,0,0,1,3
2,15,6,4,0,0,0,0,0,0,1,1,0,0,0,1,2
2,5,8,8,0,1,0,0,0,0,0,0,0,0,0,1,2
2,25,4,7,1,1,0,0,0,0,1,1,0,0,0,2,3
1,5,17,3,0,0,0,0,0,0,0,0,0,1,0,0,1
2,0,8,8,0,0,0,0,0,1,0,0,0,0,0,1,2
2,25,9,4,0,1,0,0,0,0,0,0,0,0,0,1,3
1,5,12,3,1,0,0,0,0,0,0,0,0,0,0,1,2
2,35,3,6,1,0,0,0,0,0,0,0,0,0,0,1,2
2,45,4,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,0,12,8,0,0,0,0,1,1,0,0,0,0,0,0,2
2,70,7,8,0,1,0,0,0,0,0,0,0,0,0,1,2
2,55,11,5,0,1,0,0,0,0,1,0,0,0,0,1,3
2,15,8,6,0,1,0,0,0,0,0,0,0,0,0,2,2
2,0,7,5,0,1,0,0,0,0,0,0,0,0,0,1,1
2,5,9,5,0,0,0,0,0,1,1,1,0,0,0,1,2
2,20,10,6,0,0,0,0,0,0,1,1,0,0,0,1,2
2,35,15,5,0,0,0,0,1,0,0,0,0,0,0,2,2
2,15,7,5,0,1,0,0,0,0,0,0,0,0,0,1,2
3,60,3,12,0,1,0,0,0,0,0,0,0,0,0,1,3
3,80,7,8,1,0,0,0,0,0,0,0,0,0,0,1,2
3,20,4,6,0,1,0,0,0,0,1,1,0,0,0,1,2
3,15,10,7,0,1,0,0,0,0,0,0,0,0,0,1,2
3,35,8,8,1,1,0,0,0,0,0,0,0,0,0,1,2
1,5,23,3,0,0,0,0,0,0,0,0,1,0,0,1,1
3,0,6,6,0,0,1,0,0,0,1,0,0,0,0,1,2
2,10,5,6,0,1,0,0,0,0,1,0,0,0,0,1,1
2,10,7,4,0,1,0,0,0,0,1,0,0,0,0,1,3
2,25,9,5,0,1,0,0,0,0,1,0,0,0,0,1,3
2,30,8,5,1,0,0,0,0,0,0,0,0,0,0,1,3
1,5,6,4,0,0,0,0,0,1,0,0,0,0,0,1,2
2,25,4,7,0,0,1,0,0,0,1,0,0,0,0,1,3
3,20,15,8,0,1,0,0,0,0,0,0,0,0,0,1,3
3,30,9,7,1,0,0,0,0,0,0,0,0,0,0,1,3
4,55,5,10,0,0,0,0,1,0,1,0,0,0,0,1,2
2,20,8,6,0,1,0,0,0,0,1,0,0,0,0,1,3
2,5,7,5,0,1,0,0,0,0,1,0,0,0,0,1,2
2,15,6,4,0,1,0,0,0,0,1,0,0,0,0,1,2
3,50,7,6,0,0,0,0,1,0,0,0,0,0,0,1,3
3,5,8,9,0,1,0,0,0,0,0,0,0,0,0,1,2
2,30,6,4,1,0,0,0,0,0,0,0,0,0,0,1,3
2,10,9,4,0,1,0,0,0,0,0,0,0,0,0,1,2
3,20,10,8,0,1,0,0,0,0,0,0,0,0,0,1,2
2,25,10,7,1,0,0,0,1,0,0,0,0,0,0,1,2
2,30,4,3,0,1,0,0,0,0,0,0,0,0,0,1,2
3,25,13,7,0,1,0,0,0,0,1,0,0,0,0,1,3
1,0,5,3,0,0,0,0,0,1,0,0,0,0,0,1,1
3,45,11,7,0,1,0,0,0,0,0,0,0,0,0,1,2
2,5,31,7,0,1,0,0,0,0,0,0,0,0,0,1,2
2,45,8,6,0,1,0,0,0,0,1,1,0,0,0,1,2
2,0,13,7,0,0,0,0,0,0,0,0,0,1,0,1,1
2,30,7,6,0,1,0,0,0,0,0,0,0,0,0,1,2
2,10,3,5,0,1,0,0,0,0,0,0,0,0,0,1,3
2,20,8,5,0,1,0,0,0,0,0,0,0,0,0,1,3
2,10,8,4,0,1,0,0,0,0,1,1,0,0,1,1,2
1,15,10,5,0,1,0,0,0,0,0,0,0,0,0,1,3
2,40,21,7,0,1,0,0,0,0,0,0,0,0,0,1,2
1,5,8,3,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0,7,3,0,1,0,0,0,1,0,0,0,0,0,1,1
2,10,14,6,0,1,0,0,0,0,1,0,0,0,0,1,2
2,45,8,5,0,1,0,1,0,0,0,0,0,0,0,1,2
2,10,5,2,0,1,0,0,0,0,0,0,0,0,0,1,2
2,5,19,7,0,0,0,0,0,0,0,0,0,1,0,0,1
2,0,4,5,0,1,0,0,0,0,1,0,0,0,0,1,3
1,15,10,3,0,0,0,0,0,1,0,0,1,0,0,1,2
1,10,6,2,0,1,1,0,0,0,0,0,0,0,0,1,3
2,20,13,8,0,1,0,0,0,0,1,0,0,0,0,1,3
3,80,5,5,0,1,0,0,0,0,0,0,0,0,0,1,3
4,85,9,11,1,0,0,0,1,0,1,0,0,0,0,1,2
2,15,4,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,5,4,4,0,1,0,0,0,0,0,0,0,0,0,1,2
3,25,9,6,0,1,0,0,0,0,1,0,0,0,0,1,2
2,80,8,4,0,1,0,0,0,0,0,0,0,0,0,1,2
1,0,3,3,0,0,0,0,0,1,0,0,0,0,0,1,3
1,35,5,4,0,1,0,0,0,0,0,0,0,0,0,1,2
3,20,6,5,0,1,1,0,0,0,1,0,0,0,0,1,2
2,20,6,4,0,1,0,0,0,0,0,0,0,0,0,1,3
1,20,8,3,0,1,0,0,0,0,0,0,0,0,0,1,2
2,40,8,7,0,1,0,0,0,0,0,0,0,0,0,1,2
3,15,10,8,0,1,0,0,0,0,0,0,0,0,0,1,2
3,0,7,6,0,1,0,0,0,0,0,0,0,0,0,1,2
3,25,10,7,0,1,0,0,0,0,0,0,0,0,0,1,3
2,30,7,4,0,1,0,0,0,0,0,0,0,0,0,1,2
2,30,11,5,0,1,0,0,0,0,1,0,0,0,0,0,3
1,10,31,4,0,0,0,0,0,1,0,0,0,0,0,3,2
2,15,15,6,0,0,0,0,0,0,0,0,0,1,0,1,1
2,20,4,5,0,0,0,0,0,0,1,0,0,0,0,1,2
1,15,4,2,0,1,0,0,0,0,0,0,0,0,0,1,2
3,20,13,9,1,0,0,0,0,0,0,0,0,0,0,1,3
2,20,5,7,0,1,0,0,0,0,0,0,0,0,0,0,1
2,15,4,7,0,1,0,0,0,0,0,0,0,0,0,1,3
2,25,5,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,45,7,4,0,1,0,0,0,0,1,0,0,0,0,1,1
1,15,2,2,0,1,0,0,0,0,0,0,0,0,0,1,2
1,10,8,3,1,0,0,0,1,0,0,0,0,0,0,1,2
3,20,10,10,1,1,0,0,0,0,1,0,0,0,0,1,2
3,15,9,5,0,1,0,0,0,0,1,0,0,0,0,1,1
2,15,6,5,0,0,0,0,0,1,0,0,0,0,0,1,1
